Name,City,Country,Address,Category,Type/Subcategory,Current level,Suggested PlantsPack level,Confidence,Verification level,Is verified,Action,Priority,Reason,Website,Source to scrape,Google Maps search,HappyCow/source search,Phone,Opening hours,Raw opening hours,Hours note,Image scrape source,Main image,Images count,Cuisine types,Description,Latitude,Longitude,Slug,Place ID,Data quality flags,Updated at
Sherpa Momo,Lisbon,Portugal,11-13 Calçada de Santana,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.facebook.com/sherpamomo/,https://www.facebook.com/sherpamomo/,https://www.google.com/maps/search/Sherpa%20Momo%2011-13%20Cal%C3%A7ada%20de%20Santana%20Lisbon%20Portugal,https://www.google.com/search?q=Sherpa%20Momo%20Lisbon%20Portugal%20HappyCow,+351 21 347 2338,Monday: 12:00–22:00; Tuesday: 12:00–22:00; Wednesday: 12:00–22:00; Thursday: 12:00–22:00; Friday: 12:00–22:00; Saturday: 12:00–22:00; Sunday: 12:00–22:00,12:00-22:00,Assumed daily because raw hours have no weekdays,https://www.facebook.com/sherpamomo/,,0,nepalese,"Vegan-friendly nepalese restaurant in Lisbon, Portugal.",38.7155418,-9.1381112,sherpa-momo-lisbon,a7e21033-68ed-486c-9c74-21d3b7655de7,missing image; low verification,2026-05-11T08:35:32.871828+00:00
Shiila's Place,Lisbon,Portugal,"Avenida de Roma, 143",eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Shiila%27s%20Place%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/Shiila%27s%20Place%20Avenida%20de%20Roma%2C%20143%20Lisbon%20Portugal,https://www.google.com/search?q=Shiila%27s%20Place%20Lisbon%20Portugal%20HappyCow,969 790 260,,,Missing hours,https://www.google.com/maps/search/Shiila%27s%20Place%20Avenida%20de%20Roma%2C%20143%20Lisbon%20Portugal,,0,,Vegetarian yoga eatery,38.7563,-9.14624,shiila-s-place-lisbon,a5717dc5-72de-4dbb-96ad-8926385ae8b6,missing website; missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
Tapas 'n' Friends,Lisbon,Portugal,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Fix address / Add hours,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://fullest.pt/en/espacos/tapas-n-friends-se/,https://fullest.pt/en/espacos/tapas-n-friends-se/,https://www.google.com/maps/search/Tapas%20%27n%27%20Friends%20Lisbon%20Portugal,https://www.google.com/search?q=Tapas%20%27n%27%20Friends%20Lisbon%20Portugal%20HappyCow,+351 21 346 0019,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/a62a4439-aa97-43f2-a2ce-4e1fca6460e4.png,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/a62a4439-aa97-43f2-a2ce-4e1fca6460e4.png,0,tapas,"This vibrant tapas café celebrates plant-based cuisine with a creative twist, showcasing the rich flavors of Portugal through a vegan lens. With a cozy atmosphere and standout dishes like smoky eggplant dip and zesty chickpea salad, it’s a beloved spot for vegans seeking delicious, shareable bites.",38.7103218,-9.1370109,tapas-n-friends,a62a4439-aa97-43f2-a2ce-4e1fca6460e4,missing hours; missing address; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Tataoim,Lisbon,Portugal,98A Rua Washington,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Tataoim%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/Tataoim%2098A%20Rua%20Washington%20Lisbon%20Portugal,https://www.google.com/search?q=Tataoim%20Lisbon%20Portugal%20HappyCow,,Monday: Closed; Tuesday: 12:00–15:00; Wednesday: 12:00–15:00; Thursday: 12:00–15:00; Friday: 12:00–15:00; Saturday: 12:00–15:00; Sunday: Closed,Tu-Sa 12:00-15:00,Unspecified weekdays set to Closed,https://www.google.com/maps/search/Tataoim%2098A%20Rua%20Washington%20Lisbon%20Portugal,,0,,"This vibrant vegan café celebrates plant-based cuisine with a creative twist, featuring an array of colorful dishes inspired by global flavors. Diners adore the inviting atmosphere, complete with lush greenery and artful decor, while standout offerings like their signature smoothie bowls and hearty grain bowls keep everyone coming back for more.",38.7190513,-9.1220626,tataoim,8502e03b-d82d-4577-85b1-e2813653a4d9,missing website; missing phone; missing image; low verification,2026-05-11T08:35:32.871828+00:00
Terra Restaurante Natural,Lisbon,Portugal,"Rua da Palmeira, 15, Principe Real",eat,,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.restauranteterra.pt,https://www.restauranteterra.pt,https://www.google.com/maps/search/Terra%20Restaurante%20Natural%20Rua%20da%20Palmeira%2C%2015%2C%20Principe%20Real%20Lisbon%20Portugal,https://www.google.com/search?q=Terra%20Restaurante%20Natural%20Lisbon%20Portugal%20HappyCow,213 421 407,,,Missing hours,https://www.restauranteterra.pt,,0,,Vegetarian buffet,38.7147,-9.14915,terra-restaurante-natural-lisbon,3b321495-1c49-4ffa-a259-799a40da411e,missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
The Folks,Lisbon,Portugal,Rua dos Bacalhoeiros,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=The%20Folks%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/The%20Folks%20Rua%20dos%20Bacalhoeiros%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Folks%20Lisbon%20Portugal%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/The%20Folks%20Rua%20dos%20Bacalhoeiros%20Lisbon%20Portugal,,0,,"This charming vegan café in Lisbon delights with its creative plant-based dishes and commitment to sustainability, making it a beloved spot for locals and travelers alike. With a cozy atmosphere, artisanal coffee, and an ever-changing menu of seasonal delights, it's a haven for anyone seeking delicious, compassionate cuisine.",38.7091182,-9.1340997,the-folks,bcda389d-01e5-425f-a71e-e4511581861d,missing website; missing phone; missing hours; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
The Food Temple,Lisbon,Portugal,Beco Do Jasmim 18,eat,,100% vegan,100% vegan,Medium,2,False,Add hours / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.facebook.com/FoodTemple,https://www.facebook.com/FoodTemple,https://www.google.com/maps/search/The%20Food%20Temple%20Beco%20Do%20Jasmim%2018%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Food%20Temple%20Lisbon%20Portugal%20HappyCow,+351 21 887 4397,,,Missing hours,https://www.facebook.com/FoodTemple,,0,,Vegan Dining,38.7133,-9.13543,the-food-temple-lisbon,a94d0039-72a2-46af-9670-f044754d5d87,missing hours; missing image,2026-05-11T08:35:32.871828+00:00
The Food Temple,Lisbon,Portugal,18 Beco do Jasmin,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.thefoodtemple.com/,https://www.thefoodtemple.com/,https://www.google.com/maps/search/The%20Food%20Temple%2018%20Beco%20do%20Jasmin%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Food%20Temple%20Lisbon%20Portugal%20HappyCow,+351 218874397,Monday: Closed; Tuesday: Closed; Wednesday: 19:30–24:00; Thursday: 19:30–24:00; Friday: 19:30–24:00; Saturday: 19:30–24:00; Sunday: 19:30–24:00,We-Su 19:30-24:00,Unspecified weekdays set to Closed,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/fc745f22-ba67-49c2-b43b-03825255e5a1.webp?v=mp2lgtyz,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/fc745f22-ba67-49c2-b43b-03825255e5a1.webp?v=mp2lgtyz,2,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7158624,-9.1342745,the-food-temple-lisbon-2,fc745f22-ba67-49c2-b43b-03825255e5a1,low verification; generic/AI-like description,2026-05-12T12:15:59.73628+00:00
The Green Affair,Lisbon,Portugal,"30A Avenida Duque de Ávila, Portugal",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Find website/source / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,,https://www.google.com/search?q=The%20Green%20Affair%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/The%20Green%20Affair%2030A%20Avenida%20Duque%20de%20%C3%81vila%2C%20Portugal%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Green%20Affair%20Lisbon%20Portugal%20HappyCow,21 354 0809,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: 12:00–23:00; Thursday: 12:00–23:00; Friday: 12:00–23:00; Saturday: 12:00–23:00; Sunday: 12:00–23:00,Mo 12:00-23:00; Tu 12:00-23:00; We 12:00-23:00; Th 12:00-23:00; Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-23:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/0f0c47c8-43bd-4a33-b27f-5b1a3b222ad6.webp?v=mp1t0zed,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/0f0c47c8-43bd-4a33-b27f-5b1a3b222ad6.webp?v=mp1t0zed,2,,Vegan restaurant in Portugal.,38.7354351,-9.1444173,the-green-affair-lisboa,0f0c47c8-43bd-4a33-b27f-5b1a3b222ad6,missing website,2026-05-11T22:59:50.987547+00:00
The Green Affair,Lisbon,Portugal,Alameda dos Oceanos,eat,restaurant,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=The%20Green%20Affair%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/The%20Green%20Affair%20Alameda%20dos%20Oceanos%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Green%20Affair%20Lisbon%20Portugal%20HappyCow,+351 969 001 035,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: 12:00–23:00; Thursday: 12:00–23:00; Friday: 12:00–23:00; Saturday: 12:00–23:00; Sunday: 12:00–23:00,12:00-23:00,Assumed daily because raw hours have no weekdays,https://www.google.com/maps/search/The%20Green%20Affair%20Alameda%20dos%20Oceanos%20Lisbon%20Portugal,,0,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7632858,-9.0964428,the-green-affair-lisbon,c207b6a8-bcae-4c62-9fe1-ced5b6d7ec91,missing website; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
The Green Affair - Chiado,Lisbon,Portugal,15A Rua Serpa Pinto,eat,restaurant,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=The%20Green%20Affair%20-%20Chiado%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/The%20Green%20Affair%20-%20Chiado%2015A%20Rua%20Serpa%20Pinto%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Green%20Affair%20-%20Chiado%20Lisbon%20Portugal%20HappyCow,969398228,,,Missing hours,https://www.google.com/maps/search/The%20Green%20Affair%20-%20Chiado%2015A%20Rua%20Serpa%20Pinto%20Lisbon%20Portugal,,0,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7101104,-9.1416294,the-green-affair-chiado-lisbon,bf2e7516-ee77-4db5-ad57-cb7827e8ed50,missing website; missing hours; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
The Therapist,Lisbon,Portugal,,eat,,Vegan friendly,Vegan friendly,Medium,1,False,Fix address,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://thetherapist.pt/,https://thetherapist.pt/,https://www.google.com/maps/search/The%20Therapist%20Lisbon%20Portugal,https://www.google.com/search?q=The%20Therapist%20Lisbon%20Portugal%20HappyCow,,Monday: 10:00–19:00; Tuesday: 10:00–19:00; Wednesday: 10:00–19:00; Thursday: 10:00–19:00; Friday: 10:00–19:00; Saturday: 10:00–19:00; Sunday: 10:00–19:00,Mo-Su 10:00-19:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/6cd0b146-6363-49aa-824d-df927b549001.jpg,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/6cd0b146-6363-49aa-824d-df927b549001.jpg,0,,"This vibrant café specializes in creative vegan dishes made from locally sourced ingredients, offering a refreshing twist on traditional Portuguese flavors. With its cozy atmosphere, colorful decor, and standout offerings like artisanal pastries and inventive smoothies, it has quickly become a beloved haven for vegans and food enthusiasts alike.",38.7549676,-9.1420298,the-therapist,6cd0b146-6363-49aa-824d-df927b549001,missing phone; missing address; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Trullino cafe,Lisbon,Portugal,105 Calçada da Boa Hora,eat,cafe,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,trullino.com,trullino.com,https://www.google.com/maps/search/Trullino%20cafe%20105%20Cal%C3%A7ada%20da%20Boa%20Hora%20Lisbon%20Portugal,https://www.google.com/search?q=Trullino%20cafe%20Lisbon%20Portugal%20HappyCow,,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,"Mo-Fri 08:30-17:30, Sa 10:00-14:00","Unparsed segment: Mo-Fri 08:30-17:30, Sa 10:00-14:00; Unspecified weekdays set to Closed",https://trullino.com/images/sun.png,https://trullino.com/images/sun.png,0,,"Vegan-friendly cafe in Lisbon, Portugal.",38.7025769,-9.1933691,trullino-cafe-lisbon,af45dfc0-a771-4f6e-81a4-9d0bc7f9b1a1,missing phone; low verification,2026-05-11T08:35:32.871828+00:00
Unique Sushi Lab,Lisbon,Portugal,9 Travessa do Enviado de Inglaterra,eat,restaurant,Vegan friendly,Vegan options,Medium,1,False,Change level / Add image,P0,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://uniquesushilab.pt/,https://uniquesushilab.pt/,https://www.google.com/maps/search/Unique%20Sushi%20Lab%209%20Travessa%20do%20Enviado%20de%20Inglaterra%20Lisbon%20Portugal,https://www.google.com/search?q=Unique%20Sushi%20Lab%20Lisbon%20Portugal%20HappyCow,+351 910 509 675,"Monday: Closed; Tuesday: 12:00–15:00, 20:00–23:30; Wednesday: 12:00–15:00, 20:00–23:30; Thursday: 12:00–15:00, 20:00–23:30; Friday: 12:00–15:00, 20:00–23:30; Saturday: 20:00–23:30; Sunday: Closed","Mo,Su off; Tu-Fr 12:00-15:00, 20:00-23:30; Sa 20:00-23:30",Parsed from raw hours,https://uniquesushilab.pt/,,0,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7233124,-9.1466429,unique-sushi-lab-lisbon,997cbea6-90cc-4bf9-ba78-4cd90ef8e103,missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Vegan Junkies,Lisbon,Portugal,"28B Rua Luciano Cordeiro, Lisboa, 1150-300, Portugal",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,http://www.veganjunkies.pt/,http://www.veganjunkies.pt/,https://www.google.com/maps/search/Vegan%20Junkies%2028B%20Rua%20Luciano%20Cordeiro%2C%20Lisboa%2C%201150-300%2C%20Portugal%20Lisbon%20Portugal,https://www.google.com/search?q=Vegan%20Junkies%20Lisbon%20Portugal%20HappyCow,+351213530669,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: 12:00–23:00; Thursday: 12:00–23:00; Friday: 12:00–23:00; Saturday: 12:00–23:00; Sunday: 12:00–23:00,Mo 12:00-23:00; Tu 12:00-23:00; We 12:00-23:00; Th 12:00-23:00; Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-23:00,Parsed from raw hours,https://lh3.googleusercontent.com/place-photos/AL8-SNFxXA-7wXTgrqrL_quaMGXo1TafYzjE_JAjnVwL2ZU3uONmS0x5_YFH9VAo-DizGE4X8s4I6yr2X7RsJd4TvmMsMgM-HO33qQoni2DWFG6RkKmqY52sXYNzs9JTSmnqFmz1j_NEW_RIwevL=s4800-w800,https://lh3.googleusercontent.com/place-photos/AL8-SNFxXA-7wXTgrqrL_quaMGXo1TafYzjE_JAjnVwL2ZU3uONmS0x5_YFH9VAo-DizGE4X8s4I6yr2X7RsJd4TvmMsMgM-HO33qQoni2DWFG6RkKmqY52sXYNzs9JTSmnqFmz1j_NEW_RIwevL=s4800-w800,1,,"Vegan-focused restaurant in Lisboa, Portugal.",38.7245936,-9.1435314,vegan-junkies-lisboa,cddabc41-5fdf-43cd-8b7b-a28047bcf704,,2026-05-11T09:39:00.679323+00:00
Vegan Nata Chiado,Lisbon,Portugal,"9 Rua da Misericórdia, 1200-208, Portugal",store,grocery,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.vegannata.pt/,https://www.vegannata.pt/,https://www.google.com/maps/search/Vegan%20Nata%20Chiado%209%20Rua%20da%20Miseric%C3%B3rdia%2C%201200-208%2C%20Portugal%20Lisbon%20Portugal,https://www.google.com/search?q=Vegan%20Nata%20Chiado%20Lisbon%20Portugal%20HappyCow,+351 21 162 8143;+351 912 323 377,Monday: 09:00–23:00; Tuesday: 09:00–23:00; Wednesday: 09:00–23:00; Thursday: 09:00–23:00; Friday: 09:00–23:00; Saturday: 09:00–23:00; Sunday: 09:00–23:00,Mo 09:00-23:00; Tu 09:00-23:00; We 09:00-23:00; Th 09:00-23:00; Fr 09:00-23:00; Sa 09:00-23:00; Su 09:00-23:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/e5cd8cff-70a5-4d17-8b20-f20b818a974b.webp?v=mp2j7ruc,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/e5cd8cff-70a5-4d17-8b20-f20b818a974b.webp?v=mp2j7ruc,2,,"O Pastel de Nata que é igual, mas Vegan. A história do Vegan Nata, o 1° Pastel de Nata Vegan do Mundo certificado pela V-label. A alimentação vegan pode ser muito saborosa.",38.7109433,-9.1430334,vegan-nata-chiado-lisboa,e5cd8cff-70a5-4d17-8b20-f20b818a974b,,2026-05-12T11:12:57.850824+00:00
Vegan Story,Lisbon,Portugal,,eat,,100% vegan,100% vegan,Medium,2,False,Find website/source / Fix address / Add hours / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,,https://www.google.com/search?q=Vegan%20Story%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/Vegan%20Story%20Lisbon%20Portugal,https://www.google.com/search?q=Vegan%20Story%20Lisbon%20Portugal%20HappyCow,+351 215876997,,,Missing hours,https://www.google.com/maps/search/Vegan%20Story%20Lisbon%20Portugal,,0,,"This vibrant vegan restaurant and café in Lisbon offers a creative menu brimming with fresh, plant-based dishes that celebrate local ingredients. With its cozy atmosphere and standout offerings like artisanal pastries and innovative brunch options, it's a beloved spot for vegans and food lovers alike.",38.7754415,-9.0941141,vegan-story,3706cbc9-fc7b-4779-824b-d5c4207f31a6,missing website; missing hours; missing address; missing image; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Vegana Burgers,Lisbon,Portugal,"42 E Avenida Fontes Pereira de Melo, Lisboa, 1050-250, Portugal",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Find website/source / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,,https://www.google.com/search?q=Vegana%20Burgers%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/Vegana%20Burgers%2042%20E%20Avenida%20Fontes%20Pereira%20de%20Melo%2C%20Lisboa%2C%201050-250%2C%20Portugal%20Lisbon%20Portugal,https://www.google.com/search?q=Vegana%20Burgers%20Lisbon%20Portugal%20HappyCow,+351 914 647453,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: 12:00–23:00; Thursday: 12:00–23:00; Friday: 12:00–23:00; Saturday: 12:00–23:00; Sunday: 12:00–23:00,Mo 12:00-23:00; Tu 12:00-23:00; We 12:00-23:00; Th 12:00-23:00; Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-23:00,Parsed from raw hours,https://www.google.com/maps/search/Vegana%20Burgers%2042%20E%20Avenida%20Fontes%20Pereira%20de%20Melo%2C%20Lisboa%2C%201050-250%2C%20Portugal%20Lisbon%20Portugal,,0,burger,"Fully vegan restaurant serving burger cuisine in Lisboa, Portugal.",38.7318992,-9.1455011,vegana-burgers-lisboa,10a8e6c6-3bc8-49f7-9029-8f37c6458832,missing website; missing image,2026-05-11T08:35:32.871828+00:00
Veganeats Caffe,Lisbon,Portugal,42 Rua Cavaleiro de Oliveira,eat,cafe,100% vegan,100% vegan,Medium,2,False,Find website/source / Add image / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,,https://www.google.com/search?q=Veganeats%20Caffe%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/Veganeats%20Caffe%2042%20Rua%20Cavaleiro%20de%20Oliveira%20Lisbon%20Portugal,https://www.google.com/search?q=Veganeats%20Caffe%20Lisbon%20Portugal%20HappyCow,+351 914 668 799;+351211552626,Monday: 09:00–19:30; Tuesday: 09:00–19:30; Wednesday: 09:00–19:30; Thursday: 09:00–19:30; Friday: 09:00–19:30; Saturday: 10:00–17:00; Sunday: 10:00–17:00,"Mo-Fr 09:00-19:30; Sa, Su 10:00-17:00",Parsed from raw hours,https://www.google.com/maps/search/Veganeats%20Caffe%2042%20Rua%20Cavaleiro%20de%20Oliveira%20Lisbon%20Portugal,,0,,"Vegan-friendly cafe in Lisbon, Portugal.",38.7316892,-9.1332816,veganeats-caffe-lisbon,16b7bffc-8390-4371-8e51-679eb729131e,missing website; missing image,2026-05-11T08:35:32.871828+00:00
Veramente,Lisbon,Portugal,144A Avenida Dom Carlos I,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://veramente.pt,https://veramente.pt,https://www.google.com/maps/search/Veramente%20144A%20Avenida%20Dom%20Carlos%20I%20Lisbon%20Portugal,https://www.google.com/search?q=Veramente%20Lisbon%20Portugal%20HappyCow,+35121 396 0987,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: 12:00–23:00; Thursday: 12:00–23:00; Friday: 12:00–23:00; Saturday: 12:00–23:00; Sunday: 12:00–23:00,Mo-Su 12:00-23:00,Parsed from raw hours,https://veramente.pt,,0,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7110984,-9.1534076,veramente-lisbon,9d33a148-9144-43bf-b977-3a40845803fb,missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Wok to Walk,Lisbon,Portugal,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Wok%20to%20Walk%20Lisbon%20Portugal%20HappyCow,https://www.google.com/maps/search/Wok%20to%20Walk%20Lisbon%20Portugal,https://www.google.com/search?q=Wok%20to%20Walk%20Lisbon%20Portugal%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Wok%20to%20Walk%20Lisbon%20Portugal,,0,asian,"This vibrant Asian café delights diners with its fully vegan menu, showcasing a fusion of fresh ingredients and bold flavors. The laid-back atmosphere invites guests to customize their dishes, making it a beloved spot for vegans seeking innovative and satisfying meals in Lisbon.",38.7427318,-9.145341,wok-to-walk-lisboa,513e55c7-cb71-444f-b113-3ffb312b3378,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Yallah,Lisbon,Portugal,22 Rua de Santos-o-Velho,eat,restaurant,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://yallahlisboa.business.site/,https://yallahlisboa.business.site/,https://www.google.com/maps/search/Yallah%2022%20Rua%20de%20Santos-o-Velho%20Lisbon%20Portugal,https://www.google.com/search?q=Yallah%20Lisbon%20Portugal%20HappyCow,+351 21 395 1456,,,Missing hours,https://yallahlisboa.business.site/,,0,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7073139,-9.1567884,yallah-lisbon,fa7946ea-6c93-447b-bcfd-97d3b73281dd,missing hours; missing image; low verification; generic/AI-like description,2026-05-12T06:34:18.931473+00:00
Zahir Kebab,Lisbon,Portugal,24 Avenida João XXI,eat,restaurant,Vegan friendly,Vegan options,Medium,1,False,Change level,P0,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,zahirkebab.pt,zahirkebab.pt,https://www.google.com/maps/search/Zahir%20Kebab%2024%20Avenida%20Jo%C3%A3o%20XXI%20Lisbon%20Portugal,https://www.google.com/search?q=Zahir%20Kebab%20Lisbon%20Portugal%20HappyCow,931 729 044,Monday: 10:30–02:00; Tuesday: 10:30–02:00; Wednesday: 10:30–02:00; Thursday: 10:30–02:00; Friday: 10:30–02:00; Saturday: 10:30–02:00; Sunday: 10:30–02:00,Mo-Su 10:30-02:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/98af216a-1446-4273-8b0b-fd203531de80.png,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/98af216a-1446-4273-8b0b-fd203531de80.png,0,,"Vegan-friendly restaurant in Lisbon, Portugal.",38.7426659,-9.1381269,zahir-kebab-lisbon,98af216a-1446-4273-8b0b-fd203531de80,low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
